username,created_date,age,gender,city,state,rating,activity_name,title,activity_text,offline_reach,facebook_reach,twitter_reach
bellgr,5/1/2013,37,m,Fisherville,KY,5,Race to Review Energy Blends,MY NEW FAVORITE WORKOUT FUEL,"As soon as I opened the package, I tried a PowerBar® Performance Energy Blends on my way to my workout. I immediately noticed how good the product taste. I also liked the nutritional content as it is all natural and low calorie. I felt great during my workout. I didn't cramp or have a nasty aftertaste in my mouth. My workout seemed more enjoyable as I had more energy. As I had more energy, more calories were burned in the same amount of time. Overall this is a great product that I will definitely buy in the future at the store. Thanks. ",,,
chazzabar,5/1/2013,27,m,Orange,CA,1,Race to Review Energy Blends,Baby food revisited,The product is quite literally baby food in adult packaging with an adult price. It tastes exactly like baby food. The ingredients are also basically the same. The only difference is that it is three times more expensive. I felt no added energy. That said baby food is always delicious so it does not taste bad at all. I am saving the second packet for a friend I go running with. Maybe he will feel better about it. ,,1021,2
maddygirl2369,5/1/2013,44,f,Gilbert,AZ,5,Race to Review Energy Blends,Power Bar Performance Energy Blends,This is a great product both for the taste and for the convenience.  The apple and strawberry flavored blend was authentic tasting and filled me up with only one pouch.  The fruit taste is refreshing and delicious.  I also really liked the banana and blueberry flavor since it was a more subtle but also delicious flavor.  I am glad that I got to try these blends and will definitely be purchasing them in the future.  My children will be eating them too...they loved them as well!,,16,
wendydugo,5/1/2013,37,f,Temperance,MI,2,Race to Review Energy Blends,Reminded me of baby food,I don't generally like energy supplements but gave this a try. It reminded me of baby food. The consistency was strange and I had a hard time ingesting it because of that.  My 9 year old son liked it and did not mind the texture at all. I wont buy it again,,,
potts0521,5/1/2013,40,f,Peoria,IL,3,Race to Review Energy Blends,3.5 stars but could be 5 with a little improvement,"My 14 year old is a competitive runner - faster and more serious than most adults. He ate the Banana Blueberry Powerbar Performance Energy Blend before a track meet this evening and was happy that I was offering him something that wasn't a ""bar"". Even though he knows he should eat something right before he runs to fuel his work out, it is often difficult for him to wrap his mind around chewing and eating something that feels heavy in his stomach afterwards. He liked the ""drinkable""-ness of the performance Energy blends event better than the chews put out by Powerbar. He felt the flavor was good however, he indicated it would be much better chilled and that the consistency was just a bit to thick. He would prefer it to be a bit thinner, like applesauce.  We gave it 3.5 stars for those two reasons. As I was driving home two of his teammates he got out the empty packet to show them as he had told them about it at practice. I dropped coupons off to both their moms! ",,139,11
birdsy10,5/1/2013,49,f,Needham,MA,1,Race to Review Energy Blends,"Not for me, thanks","Ok, sorry, I hate this product.  I was very excited about it because I like the brand.  But... It tasted nasty, like baby applesauce.  Also, no protein and loads of sugar.  Not for me. ",,,
menace325,5/1/2013,34,m,Coleman,TX,5,Race to Review Energy Blends,energy powerbar ,Awesome taste and a great mid day boost both flavors were equally good and I will deffiently be useing them regularly,,156,286
mellanosstva,5/1/2013,28,f,Henderson,NV,5,Race to Review Energy Blends,Works Great and gives you a nice boost!,"is immediately after I got it in the mail. I had a few questions I had about this product, 1) Does It Taste Good? and 2) Does It work?For me taste is a big thing and I have to say, IT TASTE GOOD! I was surprised because most power shakes/mix/smoothies I have tried in the past don't taste that well even though they claim that it does. The Apple Mango Strawberry though has to taste the best in my opinion. So that answered one of the two questions I had before I tried this product. I drank the Energy Blend and after 30 or so minutes I was out the door to take my neighborhood run. I gotta say it gave a nice boost to my run. I felt more energized. That's the best way I can describe the feeling. I LOVED how it felt running. My run took a detour up the hill to the next gated community! My legs burn now but I like that it gave me that boost to push my exercise and allow me to challenge my body. So I can say that my second question was answered without a doubt, ""Does This Work?"" and my answer to that is ""YES!"" My brother in law was at home and he is a huge workout fanatic. When I got home he noticed I was sweating more than normal. He asked if I was okay. I told him about my long run and how I got to try PowerBar Performance Energy Blends from BzzAgent. I told him that all you have to do is take it a 30 minutes before your workout and it gives you a great boost to power through your workout. I gave him the other PowerBar Energy Blend to try since I told him I'm gonna go pick up more later when I go to the store. He came back to me an hour later and told me that he thought ""this stuff is awesome"". I gave him a coupon and a few extra to give to his workout buddies next time he heads to the gym. I can truly say my brother in law and I will be buying this in the near future! Thank BzzAgent an Powerbar ar for allowing me to try this",,,
Gantmichelle,5/1/2013,44,f,Montgomery,IL,4,Race to Review Energy Blends,PowerBar energy drinks,Drank the #GotItFree banana blueberry energy drink. It has nice taste and gave me the energy to get through my luncheon I seved today. ,,,1
mellanosstva,5/1/2013,28,f,Henderson,NV,5,Race to Review Energy Blends,Tastes Amazing and Gives you that nice boost! ,"I tried this immediately after I got it in the mail. It was an impulsive run, the excitement got to me. I have to say, IT TASTE GOOD! I was surprised because most power shakes/mix/smoothies I have tried in the past don't taste that well even though they claim that it does. The Apple Mango Strawberry though has to taste the best in my opinion. I drank the Energy Blend and after 30 or so minutes I was out the door to take my neighborhood run. I gotta say it gave a nice boost to my run. I felt more energized. That's the best way I can describe the feeling. I LOVED how it felt running. My run took a detour up the hill to the next gated community! My legs burn now but I like that it gave me that boost to push my exercise and allow me to challenge my body. Thank BzzAgent and PowerBar for allowing me to try this",,,3
